customer_id,age,gender,loyalty_member,join_date
C005561,20,Male,1,2022-10-18
C005562,63,Male,1,2025-04-03
C005563,38,Male,0,2024-02-21
C005564,69,Female,1,2024-01-21
C005565,60,Male,0,2023-10-21
C005566,22,Female,0,2021-07-12
C005567,44,Male,1,2024-09-21
C005568,30,Female,1,2022-10-21
C005569,62,Male,0,2023-11-06
C005570,53,Male,1,2023-04-29
C005571,25,Female,1,2025-12-27
C005572,56,Male,1,2023-02-04
C005573,37,Male,1,2024-02-01
C005574,28,Female,0,2024-04-24
C005575,54,Female,1,2026-03-05
C005576,30,Male,1,2023-08-09
C005577,63,Female,1,2025-10-01
C005578,34,Female,1,2024-02-18
C005579,40,Female,1,2022-01-16
C005580,45,Female,0,2025-08-12
C005581,43,Female,0,2025-07-08
C005582,53,Female,0,2022-10-03
C005583,47,Female,1,2023-01-17
C005584,63,Female,1,2022-06-06
C005585,69,Male,0,2023-09-28
C005586,55,Male,1,2021-04-21
C005587,28,Male,1,2025-05-25
C005588,44,Male,1,2022-12-15
C005589,65,Female,1,2026-02-16
C005590,69,Male,1,2025-08-27
C005591,49,Female,0,2023-12-22
C005592,27,Female,1,2024-11-12
C005593,25,Female,0,2024-06-27
C005594,57,Male,1,2023-03-24
C005595,30,Female,0,2025-08-05
C005596,38,Female,0,2023-03-29
C005597,51,Male,1,2025-09-27
C005598,57,Male,1,2025-08-02
C005599,34,Female,1,2023-11-17
C005600,31,Female,0,2024-12-20
C005601,25,Male,1,2023-08-25
C005602,68,Female,0,2023-04-12
C005603,27,Female,0,2024-10-23
C005604,29,Male,0,2025-06-12
C005605,18,Female,0,2025-03-14
C005606,19,Male,1,2025-05-15
C005607,56,Female,0,2025-03-04
C005608,34,Female,1,2023-08-01
C005609,43,Male,0,2024-05-23
C005610,60,Male,1,2023-06-03
C005611,62,Female,0,2021-06-02
C005612,37,Female,1,2023-07-15
C005613,61,Female,0,2021-09-02
C005614,20,Female,0,2022-09-28
C005615,24,Male,1,2025-11-25
C005616,31,Female,0,2025-08-12
C005617,33,Male,1,2024-06-26
C005618,57,Female,0,2022-07-15
C005619,46,Female,1,2025-08-25
C005620,48,Female,1,2024-04-28
C005621,32,Female,0,2023-05-27
C005622,41,Female,1,2022-09-08
C005623,25,Male,1,2024-08-04
C005624,49,Male,0,2025-01-05
C005625,24,Male,0,2024-01-23
C005626,57,Female,0,2022-04-12
C005627,27,Male,0,2024-11-09
C005628,50,Female,0,2025-05-27
C005629,65,Male,1,2022-07-19
C005630,19,Male,0,2022-07-23
C005631,45,Female,1,2024-10-28
C005632,60,Male,1,2023-06-11
C005633,28,Male,1,2023-10-24
C005634,31,Female,1,2023-01-22
C005635,36,Female,1,2021-08-21
C005636,54,Male,1,2021-08-29
C005637,40,Female,1,2022-06-07
C005638,32,Female,0,2021-08-03
C005639,40,Female,1,2022-01-17
C005640,28,Female,0,2024-02-01
C005641,61,Female,1,2025-09-25
C005642,56,Male,1,2023-04-11
C005643,56,Male,0,2025-12-06
C005644,48,Male,0,2025-05-23
C005645,19,Female,0,2022-05-06
C005646,44,Male,1,2025-06-07
C005647,42,Female,0,2023-10-26
C005648,33,Female,0,2022-12-02
C005649,54,Female,1,2024-11-02
C005650,38,Male,0,2021-12-11
C005651,47,Male,0,2023-05-25
C005652,62,Male,1,2024-02-19
C005653,27,Male,1,2021-07-30
C005654,29,Male,1,2024-11-05
C005655,56,Female,0,2022-12-26
C005656,48,Female,0,2023-02-25
C005657,49,Female,0,2023-09-05
C005658,65,Male,0,2021-10-22
C005659,64,Female,1,2024-07-06
C005660,22,Female,1,2021-12-01
C005661,22,Female,1,2022-12-24
C005662,26,Female,0,2023-06-08
C005663,52,Female,0,2022-02-24
C005664,65,Male,0,2022-04-04
C005665,36,Male,0,2022-04-05
C005666,34,Male,1,2022-02-21
C005667,31,Female,1,2022-06-09
C005668,63,Male,1,2021-05-05
C005669,52,Male,1,2023-08-13
C005670,68,Female,0,2022-08-19
C005671,36,Male,0,2022-08-27
C005672,45,Female,1,2023-01-22
C005673,58,Female,1,2023-05-05
C005674,32,Female,1,2022-08-21
C005675,61,Male,0,2024-04-13
C005676,70,Male,0,2022-04-30
C005677,47,Male,1,2025-02-11
C005678,36,Female,0,2023-01-11
C005679,63,Male,0,2024-05-03
C005680,53,Female,1,2025-05-03
C005681,35,Female,1,2022-12-24
C005682,37,Male,1,2024-02-21
C005683,70,Male,1,2023-06-21
C005684,38,Female,1,2025-03-17
C005685,57,Female,1,2022-12-04
C005686,25,Female,0,2021-03-31
C005687,38,Male,0,2022-04-12
C005688,59,Male,1,2025-05-05
C005689,30,Male,0,2022-09-25
C005690,62,Male,0,2021-03-24
C005691,34,Male,1,2024-07-06
C005692,48,Female,1,2023-10-19
C005693,56,Female,0,2025-08-17
C005694,66,Male,0,2021-04-10
C005695,57,Female,1,2024-08-12
C005696,24,Male,0,2023-07-06
C005697,58,Female,0,2022-09-10
C005698,46,Male,1,2022-03-04
C005699,35,Female,0,2022-10-06
C005700,25,Male,0,2022-10-30
C005701,49,Male,0,2024-02-04
C005702,45,Female,1,2023-05-15
C005703,30,Male,0,2025-09-25
C005704,27,Male,1,2025-03-03
C005705,41,Male,1,2024-09-28
C005706,66,Female,0,2021-11-10
C005707,67,Male,1,2023-10-19
C005708,61,Female,1,2021-09-16
C005709,62,Female,1,2021-05-15
C005710,61,Female,1,2022-09-04
C005711,23,Male,1,2023-04-01
C005712,56,Male,0,2024-04-01
C005713,48,Male,1,2026-01-28
C005714,43,Female,1,2024-02-11
C005715,57,Female,0,2025-10-26
C005716,57,Female,0,2023-06-07
C005717,21,Female,0,2025-04-05
C005718,39,Female,1,2022-09-25
C005719,18,Female,0,2022-04-12
C005720,64,Male,0,2023-11-01
C005721,52,Male,1,2021-03-22
C005722,33,Female,1,2021-05-11
C005723,32,Female,0,2023-12-21
C005724,44,Female,1,2023-05-12
C005725,59,Female,0,2024-10-06
C005726,33,Male,1,2024-11-11
C005727,64,Male,0,2023-04-11
C005728,20,Female,1,2024-07-11
C005729,66,Male,1,2025-06-06
C005730,22,Male,0,2025-01-10
C005731,22,Female,0,2023-08-25
C005732,43,Female,1,2024-03-02
C005733,21,Male,0,2022-09-15
C005734,38,Male,1,2021-05-06
C005735,68,Female,0,2026-01-04
C005736,63,Male,0,2021-04-30
C005737,38,Male,0,2025-05-18
C005738,26,Male,1,2022-04-10
C005739,68,Female,0,2023-11-11
C005740,53,Female,1,2021-11-16
C005741,58,Female,1,2022-04-25
C005742,28,Male,0,2022-05-01
C005743,22,Female,0,2024-03-04
C005744,68,Female,0,2022-03-12
C005745,24,Female,1,2025-04-07
C005746,67,Male,1,2024-09-26
C005747,18,Male,0,2022-03-03
C005748,51,Male,1,2021-09-18
C005749,57,Female,0,2025-09-14
C005750,64,Female,0,2022-05-07
C005751,20,Female,1,2024-09-17
C005752,38,Female,1,2025-03-23
C005753,45,Female,1,2023-03-23
C005754,55,Male,1,2023-04-20
C005755,60,Male,1,2022-04-28
C005756,21,Male,0,2021-08-12
C005757,37,Male,1,2025-02-14
C005758,38,Male,1,2023-11-10
C005759,68,Male,0,2025-08-04
C005760,21,Male,1,2022-09-17
C005761,21,Male,0,2021-12-24
C005762,62,Male,1,2024-01-06
C005763,56,Female,1,2024-08-15
C005764,63,Female,0,2022-03-23
C005765,65,Male,0,2024-12-18
C005766,62,Female,1,2023-08-27
C005767,67,Male,1,2024-02-04
C005768,30,Male,1,2025-12-26
C005769,54,Female,1,2025-05-29
C005770,33,Female,1,2022-03-11
C005771,29,Female,1,2022-08-12
C005772,63,Male,0,2024-11-30
C005773,63,Female,1,2023-09-06
C005774,64,Female,0,2024-10-10
C005775,67,Male,1,2021-10-18
C005776,69,Female,1,2025-08-13
C005777,61,Male,1,2022-08-13
C005778,30,Male,0,2024-04-26
C005779,51,Male,0,2023-06-23
C005780,61,Male,0,2025-10-02
C005781,27,Female,1,2022-05-19
C005782,28,Male,0,2025-09-19
C005783,27,Male,0,2023-08-31
C005784,40,Female,1,2022-04-20
C005785,21,Female,1,2022-01-02
C005786,44,Female,1,2024-03-27
C005787,26,Male,0,2021-08-20
C005788,45,Female,1,2025-05-08
C005789,65,Male,1,2023-10-23
C005790,63,Male,1,2021-10-08
C005791,54,Male,0,2025-02-28
C005792,61,Female,0,2021-11-12
C005793,34,Female,0,2021-05-07
C005794,63,Female,0,2022-06-14
C005795,18,Female,1,2021-08-18
C005796,51,Male,0,2026-02-09
C005797,26,Male,0,2023-07-15
C005798,43,Female,1,2024-05-24
C005799,29,Male,1,2022-07-11
C005800,52,Male,1,2024-01-17
C005801,38,Male,0,2021-07-31
C005802,70,Male,1,2025-10-20
C005803,45,Female,1,2026-03-04
C005804,58,Male,0,2022-03-17
C005805,54,Female,0,2026-01-12
C005806,58,Female,1,2021-11-26
C005807,36,Female,1,2023-10-08
C005808,55,Male,0,2025-06-22
C005809,45,Male,1,2025-10-12
C005810,52,Female,0,2023-07-07
C005811,24,Female,1,2021-09-03
C005812,56,Male,0,2023-10-12
C005813,50,Female,0,2025-06-11
C005814,23,Male,0,2023-09-24
C005815,34,Male,1,2023-12-15
C005816,53,Female,1,2026-02-09
C005817,43,Male,0,2023-04-11
C005818,45,Female,0,2024-10-07
C005819,18,Male,1,2022-10-13
C005820,52,Male,0,2022-03-10
C005821,29,Male,0,2025-06-13
C005822,28,Male,0,2024-03-06
C005823,35,Male,0,2024-10-12
C005824,59,Male,1,2024-09-25
C005825,62,Female,1,2025-06-12
C005826,40,Female,1,2021-03-30
C005827,64,Female,1,2021-09-29
C005828,34,Female,1,2023-07-26
C005829,20,Female,1,2023-01-04
C005830,19,Female,0,2023-03-15
C005831,65,Male,1,2025-10-08
C005832,62,Female,1,2023-11-16
C005833,64,Female,0,2021-04-23
C005834,30,Female,0,2021-11-20
C005835,61,Male,1,2023-04-29
C005836,49,Female,0,2026-01-21
C005837,25,Male,0,2024-05-01
C005838,40,Male,0,2024-10-24
C005839,64,Male,1,2021-11-17
C005840,45,Male,1,2021-08-01
C005841,23,Female,0,2022-07-23
C005842,40,Female,1,2024-04-15
C005843,54,Female,0,2023-02-10
C005844,20,Female,0,2024-11-21
C005845,25,Male,1,2023-03-28
C005846,50,Male,0,2025-12-15
C005847,25,Female,1,2024-02-26
C005848,23,Female,1,2023-12-21
C005849,42,Female,1,2022-01-27
C005850,42,Female,1,2025-08-09
C005851,25,Male,1,2022-05-15
C005852,49,Female,0,2022-09-16
C005853,46,Female,0,2025-09-20
C005854,60,Male,0,2024-12-13
C005855,70,Male,0,2024-01-01
C005856,34,Female,1,2023-03-31
C005857,53,Male,0,2022-10-24
C005858,35,Female,0,2024-01-08
C005859,63,Female,0,2024-01-01
C005860,30,Female,0,2025-12-23
C005861,35,Female,0,2025-06-10
C005862,31,Male,1,2022-02-12
C005863,56,Female,1,2024-07-23
C005864,27,Male,1,2022-05-01
C005865,20,Male,1,2022-09-10
C005866,53,Male,0,2025-02-23
C005867,57,Male,1,2021-07-29
C005868,34,Female,1,2022-01-30
C005869,44,Female,0,2024-06-15
C005870,68,Male,0,2024-11-13
C005871,56,Female,1,2021-07-31
C005872,41,Male,0,2023-04-05
C005873,40,Female,0,2025-07-22
C005874,63,Male,1,2021-07-10
C005875,65,Male,1,2023-10-16
C005876,42,Female,1,2024-05-22
C005877,59,Female,0,2024-11-09
C005878,59,Female,0,2023-04-24
C005879,29,Male,1,2024-05-01
C005880,31,Female,0,2021-11-14
C005881,36,Male,0,2023-09-11
C005882,54,Female,1,2025-02-19
C005883,34,Female,0,2025-11-12
C005884,48,Male,0,2025-04-21
C005885,51,Male,0,2023-10-27
C005886,57,Male,0,2023-02-14
C005887,32,Male,1,2024-03-19
C005888,40,Male,0,2021-03-23
C005889,25,Male,0,2023-01-24
C005890,22,Female,1,2023-09-27
C005891,53,Female,1,2021-11-16
C005892,63,Female,1,2023-11-30
C005893,47,Female,1,2023-02-17
C005894,31,Male,1,2021-08-28
C005895,52,Female,1,2023-02-15
C005896,31,Female,0,2024-05-13
C005897,32,Male,0,2025-06-04
C005898,53,Male,0,2024-12-31
C005899,43,Female,0,2025-07-10
C005900,62,Female,1,2025-12-16
C005901,69,Male,0,2026-01-06
C005902,54,Male,1,2023-07-21
C005903,30,Male,0,2021-04-21
C005904,18,Male,1,2021-12-05
C005905,41,Male,1,2025-10-09
C005906,32,Male,1,2025-03-19
C005907,56,Male,1,2024-08-18
C005908,48,Male,1,2025-07-10
C005909,62,Female,0,2023-03-13
C005910,24,Male,1,2025-02-09
C005911,38,Male,1,2021-06-01
C005912,46,Female,0,2022-11-13
C005913,41,Female,0,2023-10-23
C005914,70,Male,1,2023-04-28
C005915,30,Female,1,2022-02-10
C005916,52,Female,0,2024-12-30
C005917,29,Male,1,2022-10-29
C005918,29,Male,0,2025-08-18
C005919,60,Female,0,2022-08-17
C005920,68,Female,0,2023-12-30
C005921,30,Male,0,2024-07-17
C005922,51,Male,0,2025-05-05
C005923,33,Male,0,2024-03-28
C005924,45,Male,0,2021-07-29
C005925,40,Male,1,2025-01-23
C005926,49,Male,0,2025-05-11
C005927,37,Female,0,2021-05-14
C005928,63,Female,1,2024-08-22
C005929,54,Male,0,2025-12-02
C005930,31,Male,0,2024-10-09
C005931,50,Female,1,2023-08-26
C005932,63,Female,1,2025-07-22
C005933,39,Male,0,2025-05-26
C005934,56,Female,1,2023-07-13
C005935,27,Female,0,2022-03-05
C005936,23,Female,0,2021-12-25
C005937,44,Female,1,2025-02-23
C005938,35,Male,1,2025-10-21
C005939,29,Female,0,2025-01-07
C005940,48,Female,1,2023-01-24
C005941,48,Male,0,2024-03-04
C005942,59,Female,1,2024-07-26
C005943,38,Female,0,2022-10-17
C005944,30,Female,0,2023-05-31
C005945,59,Male,0,2022-01-17
C005946,28,Female,1,2025-02-17
C005947,61,Female,0,2022-09-13
C005948,25,Female,1,2025-05-01
C005949,43,Male,1,2023-07-28
C005950,25,Male,1,2025-01-19
C005951,32,Female,1,2024-06-25
C005952,39,Female,1,2024-08-16
C005953,40,Male,0,2022-05-01
C005954,21,Female,1,2023-08-31
C005955,58,Male,0,2022-05-25
C005956,46,Male,0,2025-08-09
C005957,60,Male,1,2022-06-21
C005958,20,Female,1,2025-08-26
C005959,63,Male,1,2021-10-22
C005960,63,Female,0,2025-06-22
C005961,61,Male,1,2025-06-30
C005962,25,Female,0,2021-10-18
C005963,43,Male,0,2026-01-20
C005964,54,Male,0,2022-09-13
C005965,40,Male,1,2021-03-28
C005966,54,Female,0,2025-08-19
C005967,36,Female,0,2025-01-03
C005968,68,Male,1,2022-01-07
C005969,65,Male,1,2024-06-04
C005970,47,Male,1,2021-11-02
C005971,43,Male,0,2022-02-20
C005972,69,Female,0,2024-06-24
C005973,59,Female,0,2025-03-12
C005974,18,Male,0,2021-04-08
C005975,27,Male,0,2022-08-20
C005976,43,Female,1,2023-07-20
C005977,67,Male,1,2022-01-22
C005978,36,Male,0,2023-09-25
C005979,56,Male,0,2022-10-13
C005980,40,Male,1,2023-02-03
C005981,63,Female,1,2023-05-13
C005982,50,Female,1,2026-02-04
C005983,41,Male,1,2023-12-31
C005984,24,Male,1,2023-02-23
C005985,31,Male,0,2025-12-24
C005986,20,Female,0,2023-09-14
C005987,59,Female,1,2022-04-01
C005988,31,Female,1,2022-07-13
C005989,19,Female,0,2024-03-14
C005990,22,Female,0,2023-01-21
C005991,48,Female,1,2022-03-29
C005992,20,Male,1,2021-04-03
C005993,24,Male,1,2023-01-12
C005994,60,Female,1,2023-02-25
C005995,43,Male,1,2021-06-28
C005996,57,Female,0,2024-09-28
C005997,30,Male,0,2025-10-08
C005998,70,Female,0,2021-06-26
C005999,27,Female,1,2024-08-30
C006000,59,Male,0,2024-10-19
C006001,29,Male,0,2025-05-17
C006002,23,Male,1,2021-08-06
C006003,42,Male,1,2022-01-29
C006004,21,Male,1,2021-06-01
C006005,37,Male,1,2024-09-28
C006006,55,Male,0,2022-07-08
C006007,25,Male,1,2023-04-20
C006008,35,Female,1,2021-11-09
C006009,35,Female,0,2021-05-26
C006010,30,Female,1,2025-05-20
C006011,33,Male,0,2022-08-22
C006012,57,Female,1,2025-02-26
C006013,60,Male,0,2022-02-27
C006014,50,Male,0,2024-03-24
C006015,70,Male,1,2024-06-27
C006016,24,Male,1,2024-06-11
C006017,54,Male,1,2024-12-17
C006018,68,Male,1,2025-10-11
C006019,69,Female,1,2024-03-20
C006020,23,Male,0,2025-10-22
C006021,57,Female,0,2022-12-05
C006022,27,Female,1,2021-08-15
C006023,32,Male,1,2021-11-29
C006024,56,Female,0,2025-10-06
C006025,26,Male,0,2025-12-10
C006026,39,Female,0,2022-11-24
C006027,44,Female,1,2022-12-06
C006028,68,Female,0,2024-08-11
C006029,66,Female,1,2023-07-11
C006030,43,Male,1,2023-12-01
C006031,52,Female,1,2022-07-21
C006032,58,Female,1,2023-06-18
C006033,37,Male,1,2021-10-21
C006034,43,Male,1,2025-03-04
C006035,46,Female,0,2023-06-20
C006036,58,Female,0,2025-09-22
C006037,67,Female,0,2025-12-23
C006038,64,Male,0,2022-01-06
C006039,28,Male,1,2025-04-07
C006040,29,Male,0,2023-06-09
C006041,70,Female,1,2022-11-07
C006042,38,Female,0,2021-09-14
C006043,32,Male,0,2025-01-21
C006044,29,Male,0,2026-02-11
C006045,30,Male,0,2023-03-29
C006046,35,Male,0,2022-02-11
C006047,66,Male,0,2022-01-10
C006048,46,Female,1,2024-03-06
C006049,61,Female,0,2022-07-22
C006050,37,Female,0,2023-07-12
C006051,20,Male,0,2024-05-26
C006052,33,Male,0,2025-06-15
C006053,21,Male,1,2023-05-08
C006054,43,Female,1,2022-03-13
C006055,26,Male,0,2025-10-17
C006056,43,Female,1,2021-08-09
C006057,58,Female,1,2022-07-07
C006058,49,Male,1,2023-07-31
C006059,26,Female,1,2022-06-12
C006060,54,Female,1,2021-08-20
C006061,21,Female,0,2024-01-15
C006062,40,Female,0,2024-04-12
C006063,54,Female,0,2021-04-29
C006064,58,Female,1,2025-10-31
C006065,65,Female,1,2023-03-26
C006066,22,Male,1,2023-07-03
C006067,38,Female,1,2021-06-04
C006068,21,Male,1,2023-12-06
C006069,28,Female,1,2023-11-16
C006070,19,Female,1,2024-06-01
C006071,67,Female,1,2025-05-05
C006072,31,Female,0,2023-01-08
C006073,22,Female,0,2022-02-25
C006074,36,Female,0,2023-04-27
C006075,28,Female,0,2022-06-19
C006076,64,Female,1,2024-01-31
C006077,44,Male,1,2024-09-13
C006078,26,Male,0,2021-03-24
C006079,63,Male,1,2023-10-02
C006080,32,Female,1,2024-02-20
C006081,56,Female,1,2024-02-01
C006082,33,Male,1,2021-04-18
C006083,21,Female,1,2021-07-31
C006084,19,Female,0,2022-12-23
C006085,25,Female,0,2022-02-27
C006086,21,Female,1,2025-05-11
C006087,24,Female,0,2021-08-01
C006088,39,Male,0,2024-03-11
C006089,46,Female,0,2021-11-22
C006090,34,Male,1,2021-08-24
C006091,56,Male,0,2026-02-17
C006092,70,Female,0,2026-02-28
C006093,21,Female,1,2022-08-20
C006094,37,Female,0,2024-09-14
C006095,25,Female,1,2026-02-26
C006096,24,Male,1,2021-05-03
C006097,66,Female,0,2021-06-29
C006098,45,Female,1,2024-01-21
C006099,34,Male,1,2025-11-27
C006100,42,Female,1,2022-04-20
C006101,63,Male,0,2022-05-09
C006102,55,Female,1,2022-07-18
C006103,57,Female,0,2025-05-23
C006104,67,Female,0,2025-07-28
C006105,20,Female,0,2023-11-26
C006106,43,Female,1,2021-08-04
C006107,37,Male,0,2024-09-03
C006108,53,Male,1,2024-02-14
C006109,37,Male,0,2026-01-14
C006110,63,Female,1,2023-10-24
C006111,55,Female,0,2022-09-27
C006112,28,Male,1,2024-11-06
C006113,25,Male,1,2025-05-13
C006114,35,Male,0,2021-05-03
C006115,64,Female,1,2021-04-27
C006116,55,Female,1,2022-04-28
C006117,40,Female,0,2024-11-18
C006118,58,Male,1,2021-06-09
C006119,36,Male,1,2021-11-03
C006120,19,Female,1,2023-06-12
C006121,36,Male,1,2022-10-02
C006122,62,Male,0,2024-08-30
C006123,25,Male,1,2024-02-03
C006124,18,Female,1,2023-11-22
C006125,54,Male,0,2023-06-18
C006126,37,Male,1,2024-01-11
C006127,37,Female,1,2024-11-11
C006128,49,Female,1,2023-01-16
C006129,53,Male,0,2022-04-27
C006130,29,Female,0,2024-10-07
C006131,70,Female,1,2025-01-10
C006132,31,Male,1,2022-08-13
C006133,50,Male,1,2025-11-25
C006134,59,Male,1,2025-11-03
C006135,46,Female,1,2023-06-26
C006136,56,Male,0,2022-05-20
C006137,61,Male,0,2024-11-22
C006138,64,Male,0,2021-10-08
C006139,28,Male,0,2022-02-13
C006140,48,Male,1,2024-08-22
C006141,22,Female,1,2024-04-11
C006142,67,Male,0,2024-06-18
C006143,65,Male,0,2024-04-09
C006144,47,Male,1,2025-10-13
C006145,26,Male,0,2022-12-05
C006146,38,Female,0,2023-02-18
C006147,30,Male,0,2022-06-20
C006148,57,Female,1,2022-06-30
C006149,39,Female,0,2022-12-21
C006150,40,Male,1,2023-08-22
C006151,21,Female,1,2024-06-12
C006152,28,Female,0,2025-03-20
C006153,40,Male,1,2023-02-07
C006154,51,Male,1,2023-09-26
C006155,40,Female,0,2024-11-02
C006156,29,Male,0,2022-02-07
C006157,40,Female,0,2023-03-07
C006158,62,Male,0,2026-01-25
C006159,38,Female,0,2021-12-04
C006160,67,Female,0,2021-12-07
C006161,22,Male,0,2023-01-04
C006162,34,Female,1,2025-05-24
C006163,26,Male,1,2025-10-17
C006164,37,Female,0,2024-10-22
C006165,46,Female,1,2022-07-25
C006166,61,Male,1,2023-02-03
C006167,33,Female,0,2021-05-08
C006168,27,Female,1,2021-05-25
C006169,23,Male,0,2023-09-24
C006170,34,Female,1,2024-06-27
C006171,24,Female,0,2023-10-18
C006172,64,Female,1,2024-11-16
C006173,29,Male,1,2022-03-11
C006174,19,Male,0,2022-06-07
C006175,33,Male,0,2022-12-11
C006176,56,Female,1,2022-09-07
C006177,63,Female,0,2021-07-05
C006178,39,Male,0,2021-08-01
C006179,56,Male,0,2021-11-11
C006180,37,Male,0,2021-12-29
C006181,53,Male,1,2024-02-14
C006182,30,Male,1,2026-02-03
C006183,50,Male,0,2021-09-26
C006184,33,Male,0,2022-04-02
C006185,34,Female,0,2025-08-26
C006186,62,Male,1,2023-03-04
C006187,31,Male,1,2024-01-22
C006188,35,Male,1,2023-11-20
C006189,52,Male,1,2022-07-23
C006190,44,Male,0,2025-10-23
C006191,36,Female,0,2022-05-21
C006192,39,Male,1,2022-11-24
C006193,45,Male,1,2025-01-05
C006194,38,Female,1,2024-05-20
C006195,50,Male,1,2025-05-18
C006196,40,Male,1,2024-03-02
C006197,48,Male,0,2023-04-22
C006198,36,Male,1,2023-07-14
C006199,50,Male,0,2023-07-01
C006200,23,Male,0,2021-07-22
C006201,51,Male,0,2022-01-13
C006202,44,Female,1,2023-08-28
C006203,44,Female,1,2022-03-08
C006204,38,Female,0,2024-03-05
C006205,68,Female,0,2021-08-26
C006206,57,Female,0,2024-11-13
C006207,61,Male,1,2025-09-08
C006208,28,Male,1,2023-03-27
C006209,64,Male,1,2025-12-22
C006210,69,Male,1,2023-07-09
C006211,53,Female,1,2025-08-18
C006212,51,Male,1,2025-05-03
C006213,39,Male,1,2024-12-22
C006214,53,Female,1,2024-04-27
C006215,36,Male,1,2022-07-08
C006216,53,Female,0,2023-01-12
C006217,37,Female,1,2021-06-13
C006218,48,Male,1,2023-03-26
C006219,34,Female,1,2023-05-11
C006220,21,Female,1,2022-01-21
C006221,32,Male,0,2024-07-25
C006222,19,Male,1,2023-09-23
C006223,67,Female,1,2025-03-08
C006224,64,Male,0,2024-07-20
C006225,21,Male,1,2025-12-15
C006226,38,Female,0,2021-12-12
C006227,64,Male,1,2025-12-24
C006228,53,Male,0,2025-06-06
C006229,54,Male,0,2023-08-29
C006230,55,Male,1,2021-09-07
C006231,42,Female,0,2021-10-18
C006232,41,Male,0,2021-04-10
C006233,41,Female,0,2022-04-25
C006234,29,Female,0,2022-10-01
C006235,36,Female,1,2025-03-08
C006236,18,Female,0,2022-05-08
C006237,32,Female,1,2023-09-22
C006238,45,Male,1,2022-08-17
C006239,38,Male,1,2024-12-02
C006240,28,Female,0,2022-03-15
C006241,69,Male,0,2022-12-18
C006242,58,Female,1,2023-11-11
C006243,54,Female,0,2022-09-02
C006244,30,Female,1,2025-10-24
C006245,60,Female,0,2022-05-03
C006246,25,Male,0,2023-10-09
C006247,36,Male,0,2021-09-03
C006248,35,Male,1,2023-12-12
C006249,47,Male,1,2023-05-15
C006250,49,Male,0,2021-11-07
C006251,41,Male,0,2024-05-25
C006252,23,Female,0,2025-12-25
C006253,32,Female,0,2024-12-22
C006254,60,Female,1,2024-03-27
C006255,39,Female,0,2024-06-22
C006256,54,Female,1,2022-10-26
C006257,27,Male,0,2021-10-14
C006258,28,Male,0,2024-02-11
C006259,60,Female,1,2021-09-16
C006260,58,Female,0,2023-05-29
C006261,28,Female,0,2022-07-13
C006262,44,Female,1,2021-08-05
C006263,48,Male,0,2025-09-10
C006264,39,Female,0,2024-03-20
C006265,65,Female,0,2022-05-16
C006266,26,Male,0,2021-06-02
C006267,24,Male,1,2025-05-09
C006268,44,Male,1,2023-04-09
C006269,35,Male,1,2022-11-24
C006270,69,Female,1,2022-03-24
C006271,30,Female,1,2022-11-25
C006272,56,Female,1,2021-03-22
C006273,35,Female,0,2025-12-24
C006274,31,Male,1,2025-06-15
C006275,27,Female,1,2022-11-04
C006276,50,Female,0,2022-03-15
C006277,22,Female,0,2025-10-23
C006278,43,Male,0,2024-12-01
C006279,65,Male,0,2025-03-27
C006280,40,Male,1,2024-04-20
C006281,22,Male,0,2023-03-17
C006282,55,Female,1,2024-02-06
C006283,63,Male,1,2024-07-29
C006284,48,Male,1,2023-07-07
C006285,45,Female,1,2025-09-15
C006286,39,Female,0,2025-02-03
C006287,49,Male,0,2024-05-19
C006288,50,Female,0,2024-02-27
C006289,59,Male,1,2021-04-25
C006290,67,Female,1,2022-02-11
C006291,30,Male,0,2023-05-31
C006292,38,Female,1,2022-03-15
C006293,30,Male,0,2024-07-17
C006294,25,Male,1,2025-07-18
C006295,20,Male,0,2021-05-18
C006296,55,Male,1,2022-05-23
C006297,44,Female,1,2025-09-29
C006298,69,Female,0,2022-09-15
C006299,24,Female,1,2024-02-15
C006300,33,Male,0,2024-12-24
C006301,35,Male,0,2025-02-16
C006302,44,Female,0,2025-11-24
C006303,29,Male,0,2026-01-27
C006304,36,Female,1,2021-08-25
C006305,37,Male,0,2025-07-17
C006306,43,Male,0,2025-12-04
C006307,56,Male,1,2024-02-03
C006308,19,Female,1,2024-01-24
C006309,65,Male,1,2024-09-26
C006310,64,Male,0,2022-10-12
C006311,66,Female,1,2022-08-05
C006312,26,Female,0,2022-10-20
C006313,21,Male,1,2021-11-19
C006314,21,Female,0,2022-07-12
C006315,27,Male,0,2022-03-11
C006316,46,Female,1,2021-06-20
C006317,28,Male,0,2026-01-05
C006318,29,Male,0,2022-05-07
C006319,49,Male,1,2022-11-19
C006320,65,Female,0,2023-12-06
C006321,34,Male,0,2021-05-06
C006322,52,Female,1,2025-11-24
C006323,29,Male,1,2026-01-13
C006324,62,Male,1,2022-11-18
C006325,67,Female,1,2024-10-01
C006326,47,Female,1,2022-08-22
C006327,62,Male,1,2021-05-06
C006328,38,Female,0,2021-10-26
C006329,32,Female,1,2025-01-17
C006330,44,Male,0,2024-08-29
C006331,35,Female,0,2021-07-08
C006332,55,Male,1,2023-10-30
C006333,58,Male,1,2023-06-05
C006334,53,Male,0,2026-02-20
C006335,26,Female,1,2025-10-05
C006336,53,Female,0,2025-06-16
